period,cluster
2013_2019,C166
2013_2019,C430
2013_2019,C417
2013_2019,C524
2013_2019,C1154
2013_2019,C1294
2013_2019,C709
2013_2019,C77
2013_2019,C364
2013_2019,C1056
2013_2019,C218
2013_2019,C825
2013_2019,C608
2013_2019,C649
2013_2019,C765
2013_2019,C589
2013_2019,C554
2013_2019,C485
2013_2019,C681
2013_2019,C1106
2013_2019,C871
2013_2019,C308
2013_2019,C795
2013_2019,C119
2013_2019,C686
2013_2019,C612
2013_2019,C1187
2013_2019,C39
2013_2019,C879
2013_2019,C85
2013_2019,C382
2013_2019,C1079
2013_2019,C305
2013_2019,C510
2013_2019,C1019
2013_2019,C242
2013_2019,C840
2013_2019,C235
2013_2019,C123
2013_2019,C592
2013_2019,C520
2013_2019,C530
2013_2019,C385
2013_2019,C1086
2013_2019,C528
2013_2019,C958
2013_2019,C778
2013_2019,C1139
2013_2019,C1207
2013_2019,C875
2013_2019,C598
2013_2019,C1016
2013_2019,C446
2013_2019,C12
2013_2019,C258
2013_2019,C1453
2013_2019,C315
2013_2019,C1170
2013_2019,C62
2013_2019,C580
2013_2019,C159
2013_2019,C776
2013_2019,C117
2013_2019,C176
2013_2019,C378
2013_2019,C837
2013_2019,C186
2013_2019,C293
2013_2019,C1405
2013_2019,C215
2013_2019,C275
2013_2019,C386
2013_2019,C986
2013_2019,C25
2013_2019,C889
2013_2019,C416
2013_2019,C461
2013_2019,C121
2013_2019,C54
2013_2019,C943
2013_2019,C56
2013_2019,C477
2013_2019,C1098
2013_2019,C280
2013_2019,C168
2013_2019,C635
2013_2019,C1271
2013_2019,C913
2013_2019,C282
2013_2019,C534
2013_2019,C962
2013_2019,C980
2013_2019,C178
2013_2019,C1062
2013_2019,C133
2013_2019,C319
2013_2019,C569
2013_2019,C1197
2013_2019,C880
2013_2019,C503
2013_2019,C735
2013_2019,C912
2013_2019,C836
2013_2019,C1165
2013_2019,C1084
2013_2019,C194
2013_2019,C407
2013_2019,C449
2013_2019,C772
2013_2019,C525
2013_2019,C640
2013_2019,C884
2013_2019,C948
2020_2022,C175
2020_2022,C116
2020_2022,C559
2020_2022,C678
2020_2022,C414
2020_2022,C899
2020_2022,C1127
2020_2022,C961
2020_2022,C76
2020_2022,C1265
2020_2022,C1184
2020_2022,C884
2020_2022,C861
2020_2022,C1276
2020_2022,C69
2020_2022,C244
2020_2022,C781
2020_2022,C733
2020_2022,C1069
2020_2022,C890
2020_2022,C983
2020_2022,C755
2020_2022,C1024
2020_2022,C463
2020_2022,C868
2020_2022,C520
2020_2022,C1176
2020_2022,C1147
2020_2022,C1168
2020_2022,C801
2020_2022,C1247
2020_2022,C1160
2020_2022,C82
2020_2022,C202
2020_2022,C377
2020_2022,C21
2020_2022,C475
2020_2022,C197
2020_2022,C86
2020_2022,C588
2020_2022,C638
2020_2022,C67
2020_2022,C943
2020_2022,C1161
2020_2022,C194
2020_2022,C1139
2020_2022,C1137
2020_2022,C441
2020_2022,C216
2020_2022,C1055
2020_2022,C796
2020_2022,C1097
2020_2022,C691
2020_2022,C246
2020_2022,C1093
2020_2022,C789
2020_2022,C813
2020_2022,C426
2020_2022,C892
2020_2022,C158
2020_2022,C1135
2020_2022,C379
2020_2022,C193
2020_2022,C835
2020_2022,C117
2020_2022,C702
2020_2022,C303
2020_2022,C23
2020_2022,C439
2020_2022,C693
2020_2022,C108
2020_2022,C437
2020_2022,C203
2020_2022,C675
2020_2022,C552
2020_2022,C431
2020_2022,C224
2020_2022,C345
2020_2022,C674
2020_2022,C532
2020_2022,C1157
2020_2022,C712
2020_2022,C1067
2020_2022,C1206
2020_2022,C1149
2020_2022,C1125
2020_2022,C349
2020_2022,C797
2020_2022,C1089
2020_2022,C630
2020_2022,C256
2020_2022,C858
2020_2022,C214
2020_2022,C766
2020_2022,C219
2020_2022,C814
2020_2022,C1014
2020_2022,C1142
2020_2022,C810
2020_2022,C974
2020_2022,C1230
2020_2022,C649
2020_2022,C1287
2020_2022,C1058
2020_2022,C701
2020_2022,C714
2020_2022,C300
2020_2022,C1048
2020_2022,C1021
2020_2022,C824
2020_2022,C311
2020_2022,C269
2020_2022,C578
2020_2022,C1296
2020_2022,C1255
2020_2022,C686
2020_2022,C947
2020_2022,C656
2020_2022,C1042
2020_2022,C1073
2020_2022,C1114
2020_2022,C420
2020_2022,C184
2020_2022,C1034
2020_2022,C931
2020_2022,C791
2020_2022,C682
2020_2022,C1017
2020_2022,C845
2020_2022,C1164
2020_2022,C427
2020_2022,C767
2020_2022,C737
2020_2022,C1028
2020_2022,C1211
2020_2022,C1242
2020_2022,C684
2020_2022,C986
2020_2022,C836
2020_2022,C972
2020_2022,C1033
2020_2022,C1221
2020_2022,C998
2020_2022,C1136
2020_2022,C895
2020_2022,C285
2020_2022,C1109
2020_2022,C969
2020_2022,C1106
2020_2022,C987
2020_2022,C1000
2020_2022,C963
2020_2022,C903
2020_2022,C981
2020_2022,C1209
2020_2022,C157
2020_2022,C756
2020_2022,C1115
2020_2022,C951
2020_2022,C960
2020_2022,C1306
2020_2022,C752
2020_2022,C874
2020_2022,C597
2020_2022,C1043
2020_2022,C64
2020_2022,C904
2020_2022,C950
2020_2022,C715
2020_2022,C296
2020_2022,C147
2020_2022,C460
2020_2022,C1183
2020_2022,C263
2020_2022,C59
2020_2022,C957
2020_2022,C187
2020_2022,C81
2020_2022,C397
2020_2022,C136
2020_2022,C1010
2020_2022,C395
2020_2022,C322
2020_2022,C221
2020_2022,C971
2020_2022,C406
2020_2022,C121
2020_2022,C500
2020_2022,C909
2020_2022,C141
2020_2022,C760
2020_2022,C804
2020_2022,C966
2020_2022,C271
2020_2022,C1008
2020_2022,C243
2020_2022,C289
2020_2022,C863
2020_2022,C698
2020_2022,C692
2020_2022,C328
2020_2022,C1057
2020_2022,C66
2020_2022,C799
2020_2022,C869
2020_2022,C100
2020_2022,C720
2020_2022,C690
2020_2022,C870
2020_2022,C518
2020_2022,C337
2020_2022,C665
2020_2022,C669
2020_2022,C1004
2020_2022,C667
2020_2022,C1023
2020_2022,C305
2020_2022,C1056
2020_2022,C601
2020_2022,C309
2020_2022,C78
2020_2022,C434
2020_2022,C1026
2020_2022,C238
2020_2022,C627
2020_2022,C189
2020_2022,C99
2020_2022,C679
2020_2022,C745
2020_2022,C815
2020_2022,C49
2020_2022,C852
2020_2022,C342
2020_2022,C452
2020_2022,C1327
2020_2022,C598
2020_2022,C747
2020_2022,C980
2020_2022,C1007
2020_2022,C833
2020_2022,C1085
2020_2022,C848
2020_2022,C1179
2020_2022,C654
2020_2022,C327
2020_2022,C978
2020_2022,C728
2020_2022,C866
2020_2022,C773
2020_2022,C62
2020_2022,C1094
2020_2022,C1108
2020_2022,C1036
2020_2022,C1290
2020_2022,C806
2020_2022,C739
2020_2022,C1241
2020_2022,C727
2020_2022,C635
2020_2022,C873
2020_2022,C925
2020_2022,C1130
2020_2022,C1077
2020_2022,C867
2020_2022,C973
2020_2022,C681
2020_2022,C1190
2020_2022,C808
2020_2022,C1072
2020_2022,C336
2020_2022,C910
2020_2022,C1046
2020_2022,C119
2020_2022,C828
2020_2022,C735
2020_2022,C616
2020_2022,C713
2020_2022,C891
2020_2022,C408
2020_2022,C769
2020_2022,C1074
2020_2022,C16
2020_2022,C590
2020_2022,C935
2020_2022,C704
2020_2022,C267
2020_2022,C122
2020_2022,C538
2020_2022,C51
2020_2022,C249
2020_2022,C52
2020_2022,C326
2020_2022,C242
2020_2022,C42
2020_2022,C210
2020_2022,C757
2020_2022,C1152
2020_2022,C871
2020_2022,C970
2020_2022,C777
2020_2022,C1113
2020_2022,C382
2020_2022,C195
2020_2022,C403
2020_2022,C855
2020_2022,C1087
2020_2022,C471
2020_2022,C211
2020_2022,C729
2020_2022,C1102
2020_2022,C716
2020_2022,C721
2020_2022,C155
2020_2022,C584
2020_2022,C853
2020_2022,C732
2020_2022,C516
2020_2022,C422
2020_2022,C551
2020_2022,C1263
2020_2022,C152
2020_2022,C1015
2020_2022,C989
2020_2022,C742
2020_2022,C933
2020_2022,C447
2020_2022,C1071
2020_2022,C70
2020_2022,C440
2020_2022,C631
2020_2022,C907
2020_2022,C646
2020_2022,C762
2020_2022,C847
2020_2022,C840
2020_2022,C539
2020_2022,C392
2020_2022,C771
2020_2022,C1035
2020_2022,C1171
2020_2022,C914
2020_2022,C719
2020_2022,C825
2020_2022,C826
2020_2022,C1235
2020_2022,C834
2020_2022,C428
2020_2022,C896
2020_2022,C809
2020_2022,C535
2020_2022,C318
2020_2022,C603
2020_2022,C897
2020_2022,C1232
2020_2022,C339
2020_2022,C276
2020_2022,C1172
2020_2022,C696
2020_2022,C915
2020_2022,C1052
2020_2022,C1129
2020_2022,C1167
2020_2022,C959
2020_2022,C1267
2020_2022,C266
2020_2022,C827
2020_2022,C942
2020_2022,C782
2020_2022,C1054
2020_2022,C389
2020_2022,C1163
2020_2022,C1283
2020_2022,C734
2020_2022,C1075
2020_2022,C19
2020_2022,C726
2020_2022,C854
2020_2022,C275
2020_2022,C898
2020_2022,C18
2020_2022,C123
2020_2022,C425
2020_2022,C281
2020_2022,C34
2020_2022,C677
2020_2022,C965
2020_2022,C625
2020_2022,C922
2020_2022,C196
2020_2022,C131
2020_2022,C527
2020_2022,C1016
2020_2022,C35
2020_2022,C506
2020_2022,C962
2020_2022,C723
2020_2022,C288
2020_2022,C5
2020_2022,C161
2020_2022,C953
2020_2022,C163
2020_2022,C453
2020_2022,C543
2020_2022,C657
2020_2022,C1059
2020_2022,C1012
2020_2022,C1118
2020_2022,C976
2020_2022,C944
2020_2022,C939
2020_2022,C347
2020_2022,C118
2020_2022,C50
2020_2022,C660
2020_2022,C946
2020_2022,C323
2020_2022,C204
2020_2022,C562
2020_2022,C363
2020_2022,C329
2020_2022,C474
2020_2022,C753
2020_2022,C1002
2020_2022,C886
2020_2022,C110
2020_2022,C168
2020_2022,C109
2020_2022,C658
2020_2022,C37
2020_2022,C236
2020_2022,C765
2020_2022,C741
2020_2022,C837
2020_2022,C622
2020_2022,C421
2020_2022,C370
2020_2022,C964
2020_2022,C53
2020_2022,C260
2020_2022,C1076
2020_2022,C792
2020_2022,C606
2020_2022,C483
2020_2022,C928
2020_2022,C287
2020_2022,C1020
2020_2022,C749
2020_2022,C751
2020_2022,C731
2020_2022,C688
2020_2022,C632
2020_2022,C948
2020_2022,C564
2020_2022,C844
2020_2022,C560
2020_2022,C579
2020_2022,C435
2020_2022,C307
2020_2022,C821
2020_2022,C663
2020_2022,C717
2020_2022,C1309
2020_2022,C793
2020_2022,C461
2020_2022,C779
2020_2022,C1154
2020_2022,C512
2020_2022,C1029
2020_2022,C672
2020_2022,C923
2020_2022,C1117
2020_2022,C1082
2020_2022,C294
2020_2022,C859
2020_2022,C683
2020_2022,C1070
2020_2022,C849
2020_2022,C96
2020_2022,C787
2020_2022,C641
2020_2022,C700
2020_2022,C297
2020_2022,C376
2020_2022,C879
2020_2022,C924
2020_2022,C400
2020_2022,C124
2020_2022,C43
2020_2022,C209
2020_2022,C75
2020_2022,C900
2020_2022,C28
2020_2022,C179
2020_2022,C3
2020_2022,C529
2020_2022,C7
2020_2022,C455
2020_2022,C166
2020_2022,C348
2020_2022,C610
2020_2022,C748
2020_2022,C842
2020_2022,C20
2020_2022,C887
2020_2022,C390
2020_2022,C384
2020_2022,C143
2020_2022,C580
2020_2022,C240
2020_2022,C994
2020_2022,C979
2020_2022,C85
2020_2022,C173
2020_2022,C319
2020_2022,C255
2020_2022,C262
2020_2022,C857
2020_2022,C668
2020_2022,C95
2020_2022,C883
2020_2022,C232
2020_2022,C877
2020_2022,C820
2020_2022,C226
2020_2022,C984
2020_2022,C274
2020_2022,C872
2020_2022,C513
2020_2022,C343
2020_2022,C142
2020_2022,C876
2020_2022,C724
2020_2022,C785
2020_2022,C919
2020_2022,C188
2020_2022,C164
2020_2022,C1185
2020_2022,C812
2020_2022,C496
2020_2022,C278
2020_2022,C694
2020_2022,C621
2020_2022,C889
2020_2022,C295
2020_2022,C607
2020_2022,C1215
2020_2022,C1293
2020_2022,C788
2020_2022,C800
2020_2022,C817
2020_2022,C666
2020_2022,C982
2020_2022,C990
2020_2022,C774
2020_2022,C706
2020_2022,C489
2020_2022,C467
2020_2022,C650
2020_2022,C394
2020_2022,C103
2020_2022,C1220
2020_2022,C1099
2020_2022,C673
2020_2022,C1187
2020_2022,C32
2020_2022,C237
2020_2022,C555
2020_2022,C763
2020_2022,C72
2020_2022,C1236
2020_2022,C92
2020_2022,C1039
2020_2022,C167
2020_2022,C548
2020_2022,C1090
2020_2022,C1159
2020_2022,C482
2020_2022,C722
2020_2022,C84
2020_2022,C190
2020_2022,C999
2020_2022,C1246
2020_2022,C573
2020_2022,C750
2020_2022,C523
2020_2022,C1027
2020_2022,C330
2020_2022,C574
2020_2022,C268
2020_2022,C798
2020_2022,C1181
2020_2022,C549
2020_2022,C487
2020_2022,C456
2020_2022,C207
2020_2022,C220
2020_2022,C1252
2020_2022,C945
2020_2022,C509
2020_2022,C198
2020_2022,C839
2020_2022,C553
2020_2022,C1101
2020_2022,C488
2020_2022,C356
2020_2022,C229
2020_2022,C508
2020_2022,C761
2020_2022,C554
2020_2022,C670
2020_2022,C90
2020_2022,C783
2020_2022,C1188
2020_2022,C540
2020_2022,C1065
2020_2022,C132
2020_2022,C775
2020_2022,C215
2020_2022,C306
2020_2022,C1040
2020_2022,C200
2020_2022,C399
2020_2022,C33
2020_2022,C778
2020_2022,C521
2020_2022,C1119
2020_2022,C355
2020_2022,C272
2020_2022,C1134
2020_2022,C367
2020_2022,C754
2020_2022,C758
2020_2022,C412
2020_2022,C519
2020_2022,C1038
2020_2022,C312
2020_2022,C438
2020_2022,C186
2020_2022,C902
2020_2022,C818
2020_2022,C893
2020_2022,C647
2020_2022,C129
2020_2022,C138
2020_2022,C375
2020_2022,C9
2020_2022,C205
2020_2022,C13
2020_2022,C988
2020_2022,C310
2020_2022,C515
2020_2022,C250
2020_2022,C137
2020_2022,C324
2020_2022,C967
2020_2022,C502
2020_2022,C567
2020_2022,C599
2020_2022,C153
2020_2022,C26
2020_2022,C449
2020_2022,C536
2020_2022,C703
2020_2022,C531
2020_2022,C608
2020_2022,C223
2020_2022,C154
2020_2022,C410
2020_2022,C433
2020_2022,C104
2020_2022,C416
2020_2022,C479
2020_2022,C333
2020_2022,C545
2020_2022,C888
2020_2022,C537
2020_2022,C612
2020_2022,C968
2020_2022,C955
2020_2022,C10
2020_2022,C1178
2020_2022,C1053
2020_2022,C975
2020_2022,C628
2020_2022,C451
2020_2022,C730
2020_2022,C642
2020_2022,C507
2020_2022,C361
2020_2022,C707
2020_2022,C614
2020_2022,C829
2020_2022,C1025
2020_2022,C875
2020_2022,C468
2020_2022,C38
2020_2022,C1079
2020_2022,C841
2020_2022,C744
2020_2022,C102
2020_2022,C146
2020_2022,C860
2020_2022,C378
2020_2022,C407
2020_2022,C930
2020_2022,C937
2020_2022,C676
2020_2022,C248
2020_2022,C589
2020_2022,C12
2020_2022,C257
2020_2022,C1166
2020_2022,C54
2020_2022,C126
2020_2022,C98
2020_2022,C113
2020_2022,C340
2020_2022,C162
2020_2022,C493
2020_2022,C708
2020_2022,C332
2020_2022,C620
2020_2022,C151
2020_2022,C1092
2020_2022,C298
2020_2022,C74
2020_2022,C385
2020_2022,C486
2020_2022,C697
2020_2022,C60
2020_2022,C687
2020_2022,C594
2020_2022,C183
2020_2022,C595
2020_2022,C317
2020_2022,C932
2020_2022,C177
2020_2022,C725
2020_2022,C1156
2020_2022,C366
2020_2022,C822
2020_2022,C208
2020_2022,C432
2020_2022,C916
2020_2022,C912
2020_2022,C617
2020_2022,C245
2020_2022,C258
2020_2022,C192
2020_2022,C261
2020_2022,C170
2020_2022,C878
2020_2022,C25
2020_2022,C547
2020_2022,C541
2020_2022,C711
2020_2022,C490
2020_2022,C466
2020_2022,C913
2020_2022,C921
2020_2022,C133
2020_2022,C1032
2020_2022,C770
2020_2022,C1064
2020_2022,C764
2020_2022,C279
2020_2022,C2
2020_2022,C505
2020_2022,C927
2020_2022,C114
2020_2022,C1120
2020_2022,C936
2020_2022,C639
2020_2022,C743
2020_2022,C181
2020_2022,C145
2020_2022,C533
2020_2022,C150
2020_2022,C107
2020_2022,C633
2020_2022,C484
2020_2022,C843
2020_2022,C352
2020_2022,C77
2020_2022,C139
2020_2022,C862
2020_2022,C956
2020_2022,C350
2020_2022,C273
2020_2022,C313
2020_2022,C572
2020_2022,C17
2020_2022,C795
2020_2022,C865
2020_2022,C1213
2020_2022,C228
2020_2022,C458
2020_2022,C659
2020_2022,C231
2020_2022,C338
2020_2022,C464
2020_2022,C462
2020_2022,C901
2020_2022,C596
2020_2022,C480
2020_2022,C881
2020_2022,C230
2020_2022,C335
2020_2022,C1022
2020_2022,C894
2020_2022,C315
2020_2022,C534
2020_2022,C1041
2020_2022,C908
2020_2022,C1011
2020_2022,C393
2020_2022,C803
2020_2022,C494
2020_2022,C1254
2020_2022,C586
2020_2022,C472
2020_2022,C45
2020_2022,C182
2020_2022,C46
2020_2022,C465
2020_2022,C469
2020_2022,C293
2020_2022,C710
2020_2022,C320
2020_2022,C144
2020_2022,C504
2020_2022,C643
2020_2022,C302
2020_2022,C626
2020_2022,C819
2020_2022,C358
2020_2022,C106
2020_2022,C830
2020_2022,C640
2020_2022,C805
2020_2022,C290
2020_2022,C353
2020_2022,C380
2020_2022,C991
2020_2022,C331
2020_2022,C185
2020_2022,C308
2020_2022,C885
2020_2022,C1175
2020_2022,C135
2020_2022,C372
2020_2022,C501
2020_2022,C615
2020_2022,C61
2020_2022,C454
2020_2022,C653
2020_2022,C526
2020_2022,C1060
2020_2022,C27
2020_2022,C481
2020_2022,C738
2020_2022,C1009
2020_2022,C977
2020_2022,C171
2020_2022,C235
2020_2022,C15
2020_2022,C391
2020_2022,C846
2020_2022,C301
2020_2022,C558
2020_2022,C528
2020_2022,C591
2020_2022,C695
2020_2022,C252
2020_2022,C430
2020_2022,C499
2020_2022,C498
2020_2022,C556
2020_2022,C165
2020_2022,C405
2020_2022,C444
2020_2022,C105
2020_2022,C227
2020_2022,C856
2020_2022,C637
2020_2022,C87
2020_2022,C120
2020_2022,C600
2020_2022,C424
2020_2022,C71
2020_2022,C160
2020_2022,C517
2020_2022,C44
2020_2022,C652
2020_2022,C253
2020_2022,C254
2020_2022,C386
2020_2022,C56
2020_2022,C125
2020_2022,C746
2020_2022,C602
2020_2022,C522
2020_2022,C172
2020_2022,C544
2020_2022,C357
2020_2022,C31
2020_2022,C130
2020_2022,C851
2020_2022,C97
2020_2022,C1030
2020_2022,C413
2020_2022,C369
2020_2022,C387
2020_2022,C1095
2020_2022,C786
2020_2022,C22
2020_2022,C148
2020_2022,C1019
2020_2022,C429
2020_2022,C850
2020_2022,C14
2020_2022,C565
2020_2022,C48
2020_2022,C79
2020_2022,C259
2020_2022,C83
2020_2022,C396
2020_2022,C511
2020_2022,C346
2020_2022,C485
2020_2022,C169
2020_2022,C542
2020_2022,C304
2020_2022,C354
2020_2022,C334
2020_2022,C491
2020_2022,C1013
2020_2022,C662
2020_2022,C325
2020_2022,C36
2020_2022,C234
2020_2022,C418
2020_2022,C402
2020_2022,C644
2020_2022,C740
2020_2022,C618
2020_2022,C524
2020_2022,C882
2020_2022,C613
2020_2022,C497
2020_2022,C398
2020_2022,C446
2020_2022,C180
2020_2022,C94
2020_2022,C381
2020_2022,C473
2020_2022,C30
2020_2022,C4
2020_2022,C359
2020_2022,C201
2020_2022,C634
2020_2022,C629
2020_2022,C213
2020_2022,C1044
2020_2022,C57
2020_2022,C65
2020_2022,C368
2020_2022,C593
2020_2022,C577
2020_2022,C277
2020_2022,C134
2020_2022,C619
2020_2022,C241
2020_2022,C566
2020_2022,C291
2020_2022,C585
2020_2022,C568
2020_2022,C388
2020_2022,C954
2020_2022,C623
2020_2022,C784
2020_2022,C450
2020_2022,C217
2020_2022,C68
2020_2022,C718
2020_2022,C609
2020_2022,C282
2020_2022,C41
2020_2022,C648
2020_2022,C222
2020_2022,C570
2020_2022,C314
2020_2022,C645
2020_2022,C415
2020_2022,C401
2020_2022,C39
2020_2022,C571
2020_2022,C581
2020_2022,C445
2020_2022,C111
2020_2022,C149
2020_2022,C283
2020_2022,C299
2020_2022,C525
2020_2022,C576
2020_2022,C212
2020_2022,C176
2020_2022,C316
2020_2022,C341
2020_2022,C344
2020_2022,C373
2020_2022,C156
2020_2022,C561
2020_2022,C360
2020_2022,C364
2020_2022,C611
2020_2022,C404
2020_2022,C58
2020_2022,C264
2020_2022,C362
2020_2022,C199
2020_2022,C417
2020_2022,C47
2020_2022,C40
2020_2022,C557
2020_2022,C55
2020_2022,C159
2020_2022,C251
2020_2022,C583
2020_2022,C11
2020_2022,C351
2020_2022,C233
2020_2022,C457
2020_2022,C270
2020_2022,C582
2020_2022,C286
2020_2022,C93
2020_2022,C191
2020_2022,C442
2020_2022,C365
2020_2022,C655
2020_2022,C409
2020_2022,C510
2020_2022,C63
2020_2022,C29
2020_2022,C374
2020_2022,C206
2020_2022,C265
2020_2022,C88
2020_2022,C127
2020_2022,C128
2020_2022,C140
2020_2022,C321
2020_2022,C550
2020_2022,C563
2020_2022,C604
2020_2022,C478
2020_2022,C661
2020_2022,C89
2020_2022,C178
2020_2022,C225
2020_2022,C592
2020_2022,C73
2020_2022,C605
2020_2022,C423
2020_2022,C443
2020_2022,C436
2020_2022,C247
2020_2022,C651
2020_2022,C112
2020_2022,C174
2020_2022,C514
2020_2022,C492
2020_2022,C218
2020_2022,C470
2020_2022,C546
2020_2022,C383
2020_2022,C636
2020_2022,C477
2020_2022,C419
2020_2022,C101
2020_2022,C280
2020_2022,C587
2020_2022,C459
2020_2022,C569
